FRAME,MJDATE,Unnamed:,XAIRMASS,Unnamed:.1,APER5,Unnamed:.2,APER6,Unnamed:.3,APER7,Unnamed:.4,APER21,Unnamed:.5,APER25,Unnamed:.6,APER30,Unnamed:.7,APER35,Unnamed:.8,MAG5,Unnamed:.9,MAG6,Unnamed:.10,MAG7,Unnamed:.11,MAG21,Unnamed:.12,MAG25,Unnamed:.13,MAG30,Unnamed:.14,MAG35,Unnamed:.15,MERR5,Unnamed:.16,MERR6,Unnamed:.17,MERR7,Unnamed:.18,MERR21,Unnamed:.19,MERR25,Unnamed:.20,MERR30,Unnamed:.21,MERR35,Unnamed:.22,FLUX5,Unnamed:.23,FLUX6,Unnamed:.24,FLUX7,Unnamed:.25,FLUX21,Unnamed:.26,FLUX25,Unnamed:.27,FLUX30,Unnamed:.28,FLUX35,Unnamed:.29,SUM5,Unnamed:.30,SUM6,Unnamed:.31,SUM7,Unnamed:.32,SUM21,Unnamed:.33,SUM25,Unnamed:.34,SUM30,Unnamed:.35,SUM35,Unnamed:.36,SEEING,MAGUNCERT7,MAGUNCERT5
11,59811.42519,,1.194,,5,,6,,7,,21,,25,,30,,35,,25.371,,25.296,,25.249,,25.127,,25.125,,25.127,,25.127,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.01,,198122.8,,212197.6,,221666.3,,247929.4,,248471.4,,248046.0,,247837.6,,283849.5,,335586.5,,389423.5,,1755313,,2384924,,3324470,,4435204,,4.8599,0.001634467506406,0.0013122694358982
12,59811.42915,,1.189,,5,,6,,7,,21,,25,,30,,35,,25.346,,25.272,,25.227,,25.12,,25.122,,25.13,,25.137,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,202902.3,,217071.4,,226220.4,,249656.9,,249339.4,,247558.9,,245848.8,,290434.2,,343034.7,,397552.9,,1788830,,2430691,,3388758,,4521504,,4.8989,0.0016242759238269,0.0012984813563622
13,59811.43311,,1.185,,5,,6,,7,,21,,25,,30,,35,,25.394,,25.308,,25.255,,25.125,,25.117,,25.101,,25.097,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,195068.7,,211147.6,,221830.0,,249918.2,,251753.3,,255470.5,,256533.2,,284320.5,,339446.1,,396596.0,,1819321,,2475348,,3457657,,4615327,,5.2936,0.0016723553128744,0.0013597631056984
14,59811.43707,,1.183,,5,,6,,7,,21,,25,,30,,35,,25.438,,25.341,,25.28,,25.131,,25.128,,25.131,,25.123,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.008,,187299.8,,204892.1,,216828.9,,248630.8,,249340.3,,248653.7,,250506.1,,278024.1,,335210.7,,394518.2,,1843820,,2509314,,3503126,,4680459,,5.728,0.001729890931494,0.0014354298587214
15,59811.44103,,1.18,,5,,6,,7,,21,,25,,30,,35,,25.491,,25.379,,25.307,,25.139,,25.143,,25.145,,25.153,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.01,,179171.6,,198665.8,,212178.0,,247661.6,,246736.7,,246269.8,,244478.9,,272237.7,,332229.8,,394457.9,,1883858,,2564551,,3583971,,4787706,,6.2719,0.0017752325042691,0.0015097442566263
16,59811.44499,,1.179,,5,,6,,7,,21,,25,,30,,35,,25.443,,25.343,,25.282,,25.14,,25.136,,25.145,,25.147,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.01,,186770.0,,204628.0,,216557.4,,246842.6,,247633.3,,245744.7,,245262.8,,281495.0,,340661.7,,402083.7,,1912317,,2607123,,3643521,,4870303,,5.8455,0.0017628279516362,0.0014673402621023
17,59811.449,,1.179,,5,,6,,7,,21,,25,,30,,35,,25.375,,25.296,,25.246,,25.081,,25.082,,25.083,,25.078,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.009,,197408.8,,212390.6,,222436.0,,258780.1,,258548.9,,258350.6,,259719.2,,293160.3,,349933.6,,409957.4,,1942334,,2643649,,3693037,,4935054,,5.1422,0.001717680711209,0.0013893284126677
18,59811.45297,,1.179,,5,,6,,7,,21,,25,,30,,35,,25.348,,25.276,,25.23,,25.111,,25.105,,25.106,,25.104,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,202630.6,,216639.9,,225811.9,,252057.7,,253467.6,,253351.0,,253828.0,,298858.6,,354975.5,,414206.3,,1943972,,2650700,,3705554,,4953018,,4.8131,0.001699473548626,0.0013587596821083
19,59811.45693,,1.18,,5,,6,,7,,21,,25,,30,,35,,25.351,,25.277,,25.23,,25.115,,25.111,,25.117,,25.114,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.008,,201681.4,,215934.3,,225404.1,,250756.5,,251586.4,,250156.8,,250804.6,,299750.8,,356970.4,,417420.8,,1975193,,2695022,,3768764,,5040157,,4.9577,0.0017273835166277,0.0013822883245329
20,59811.46089,,1.182,,5,,6,,7,,21,,25,,30,,35,,25.355,,25.279,,25.233,,25.123,,25.12,,25.131,,25.136,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.009,,200619.9,,215067.7,,224545.1,,248452.4,,249037.5,,246644.0,,245435.1,,300072.5,,358155.6,,419204.4,,1996787,,2726534,,3814471,,5101744,,4.9357,0.001740931696204,0.0013973136797772
21,59811.46485,,1.185,,5,,6,,7,,21,,25,,30,,35,,25.336,,25.268,,25.225,,25.114,,25.111,,25.105,,25.103,,0.002,,0.002,,0.002,,0.005,,0.006,,0.007,,0.009,,203500.7,,216773.1,,225411.8,,249813.9,,250404.8,,251917.5,,252327.1,,304626.2,,362315.9,,423233.3,,2027262,,2769312,,3879344,,5189716,,4.669,0.0017532228400441,0.001394136748783
22,59811.46882,,1.188,,5,,6,,7,,21,,25,,30,,35,,25.331,,25.263,,25.221,,25.121,,25.12,,25.104,,25.114,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.01,,203923.6,,217213.9,,225615.3,,247501.3,,247807.6,,251290.7,,249154.6,,306256.9,,364573.4,,425708.4,,2046010,,2796869,,3922177,,5245545,,4.6394,0.0017552339935033,0.0013945853918486
23,59811.47279,,1.193,,5,,6,,7,,21,,25,,30,,35,,25.321,,25.256,,25.217,,25.113,,25.109,,25.112,,25.108,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.01,,207148.2,,219903.9,,227940.5,,250877.8,,251890.7,,251178.3,,252102.9,,310969.3,,369428.6,,430945.3,,2075659,,2838218,,3975726,,5321524,,4.5537,0.0017541170333154,0.0013861667312108
24,59811.47675,,1.198,,5,,6,,7,,21,,25,,30,,35,,25.332,,25.265,,25.225,,25.128,,25.132,,25.14,,25.139,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.011,,205325.5,,218368.7,,226537.9,,247591.7,,246842.7,,245005.5,,245196.4,,312136.1,,372251.8,,435386.1,,2125180,,2908148,,4077477,,5461483,,4.6274,0.0017811630425803,0.001411369671056
25,59811.48071,,1.204,,5,,6,,7,,21,,25,,30,,35,,25.342,,25.272,,25.229,,25.12,,25.118,,25.122,,25.128,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.011,,202715.3,,216111.6,,224824.6,,248555.5,,249057.6,,248087.6,,246859.2,,312109.3,,373619.2,,438709.7,,2171066,,2974283,,4172512,,5588415,,4.7519,0.0018164871889648,0.0014465470988236
26,59811.48467,,1.211,,5,,6,,7,,21,,25,,30,,35,,25.327,,25.258,,25.217,,25.101,,25.096,,25.096,,25.093,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.01,,205874.9,,219340.0,,227719.6,,253351.1,,254663.0,,254544.1,,255240.9,,317086.2,,379405.8,,445242.5,,2207959,,3025232,,4244279,,5685696,,4.7453,0.0018224104399129,0.0014451115881443
27,59811.48864,,1.219,,5,,6,,7,,21,,25,,30,,35,,25.371,,25.294,,25.247,,25.134,,25.133,,25.144,,25.14,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.009,,198961.4,,213637.6,,223075.5,,247406.2,,247801.8,,245319.8,,246037.6,,312133.5,,376514.8,,444461.1,,2236601,,3067330,,4305568,,5772471,,5.0836,0.0018668320887004,0.0015040883023282
28,59811.4926,,1.228,,5,,6,,7,,21,,25,,30,,35,,25.395,,25.306,,25.252,,25.124,,25.122,,25.131,,25.138,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,193075.0,,209543.6,,220244.4,,247667.0,,248124.7,,246008.6,,244513.1,,309540.8,,377148.7,,448143.6,,2295192,,3150213,,4425068,,5932774,,5.4659,0.0019370181582704,0.0015895368464155
29,59811.49658,,1.238,,5,,6,,7,,21,,25,,30,,35,,25.371,,25.292,,25.244,,25.134,,25.132,,25.119,,25.114,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.009,,197736.3,,212653.2,,222279.3,,245794.2,,246354.3,,249332.1,,250521.7,,316930.5,,384193.7,,455462.4,,2341473,,3216603,,4526277,,6071789,,5.1075,0.0019217510295809,0.0015497756473667
30,59811.50054,,1.249,,5,,6,,7,,21,,25,,30,,35,,25.389,,25.304,,25.251,,25.129,,25.127,,25.137,,25.142,,0.002,,0.002,,0.002,,0.005,,0.006,,0.007,,0.009,,193999.8,,209876.9,,220448.9,,246568.9,,246911.7,,244847.5,,243534.8,,315713.4,,385044.6,,458606.7,,2386725,,3280086,,4612449,,6188314,,5.2643,0.0019654423743367,0.0016003874948549
31,59811.5045,,1.26,,5,,6,,7,,21,,25,,30,,35,,25.479,,25.368,,25.299,,25.143,,25.142,,25.153,,25.146,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.01,,180239.7,,199667.3,,212760.9,,245624.7,,245997.5,,243416.9,,244992.9,,304457.7,,378468.1,,455790.8,,2429494,,3341462,,4700854,,6312049,,6.1436,0.0020432793393626,0.0017315210463784
32,59811.50846,,1.273,,5,,6,,7,,21,,25,,30,,35,,25.495,,25.378,,25.305,,25.126,,25.122,,25.123,,25.123,,0.003,,0.003,,0.003,,0.006,,0.008,,0.011,,0.013,,178465.1,,198695.3,,212584.2,,250629.7,,251665.3,,251509.7,,251311.9,,304996.2,,380756.9,,460180.8,,2476044,,3405258,,4792434,,6432029,,6.4073,0.0020862394455396,0.0017783037971423
33,59811.51242,,1.287,,5,,6,,7,,21,,25,,30,,35,,25.473,,25.363,,25.295,,25.149,,25.154,,25.158,,25.158,,0.002,,0.002,,0.002,,0.005,,0.007,,0.009,,0.011,,181379.2,,200811.9,,213851.0,,244539.8,,243352.8,,242456.6,,242475.0,,309374.3,,385040.7,,464354.1,,2495284,,3433302,,4835945,,6494821,,6.2524,0.0020669311415844,0.0017489125629665
34,59811.51639,,1.303,,5,,6,,7,,21,,25,,30,,35,,25.459,,25.35,,25.284,,25.118,,25.109,,25.098,,25.085,,0.003,,0.003,,0.003,,0.006,,0.008,,0.01,,0.013,,183975.9,,203425.7,,216066.0,,251782.8,,253905.2,,256492.9,,259707.3,,310666.1,,385786.5,,463955.6,,2480004,,3411846,,4803578,,6448582,,6.0222,0.0020574246903094,0.0017233902642295
35,59811.52035,,1.32,,5,,6,,7,,21,,25,,30,,35,,25.385,,25.297,,25.245,,25.136,,25.135,,25.142,,25.144,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.011,,196092.8,,212544.9,,223096.5,,246569.3,,246841.9,,245281.2,,244872.4,,323973.3,,396521.8,,473260.3,,2496140,,3434428,,4834968,,6491800,,5.363,0.0019796066160534,0.0016114933868849
36,59811.52432,,1.337,,5,,6,,7,,21,,25,,30,,35,,25.354,,25.277,,25.232,,25.124,,25.125,,25.13,,25.125,,0.002,,0.002,,0.002,,0.005,,0.007,,0.009,,0.011,,200373.5,,215189.0,,224339.2,,247659.3,,247532.2,,246309.9,,247440.8,,327183.2,,397759.4,,472535.3,,2479210,,3409708,,4799389,,6444630,,5.0765,0.0019739812667647,0.0015863038972978
37,59811.52829,,1.357,,5,,6,,7,,21,,25,,30,,35,,25.393,,25.305,,25.252,,25.124,,25.124,,25.123,,25.122,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.01,,194540.6,,211081.5,,221663.3,,249316.0,,249333.3,,249503.8,,249826.1,,321502.6,,393711.8,,470000.6,,2482360,,3413664,,4805729,,6451128,,5.4792,0.0019882716794157,0.0016252994114192
38,59812.34105,,1.532,,5,,6,,7,,21,,25,,30,,35,,25.353,,25.283,,25.238,,25.082,,25.089,,25.098,,25.111,,0.002,,0.002,,0.002,,0.006,,0.007,,0.009,,0.012,,194512.5,,207568.5,,216378.8,,249667.4,,248221.6,,246109.3,,243092.6,,276369.4,,325702.3,,376420.4,,1690093,,2290492,,3186797,,4245455,,4.4134,0.0016388883805331,0.0013081489199345
39,59812.34502,,1.5,,5,,6,,7,,21,,25,,30,,35,,25.384,,25.306,,25.256,,25.111,,25.111,,25.111,,25.108,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,188557.0,,202581.4,,212283.1,,242572.0,,242615.3,,242624.4,,243122.8,,268837.1,,318474.5,,369251.6,,1655568,,2246026,,3127326,,4169221,,4.6967,0.001655990417886,0.0013369206399825
40,59812.34898,,1.47,,5,,6,,7,,21,,25,,30,,35,,25.37,,25.296,,25.247,,25.081,,25.075,,25.071,,25.064,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.007,,188978.5,,202245.7,,211606.0,,246520.0,,247840.3,,248840.7,,250385.8,,268247.7,,316653.0,,366582.5,,1641245,,2225281,,3096131,,4125820,,4.5525,0.0016468945401543,0.0013201961902449
41,59812.35294,,1.443,,5,,6,,7,,21,,25,,30,,35,,25.306,,25.245,,25.206,,25.071,,25.064,,25.055,,25.049,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.007,,201187.9,,212834.1,,220611.0,,249838.6,,251289.3,,253387.8,,254980.5,,280947.9,,327857.9,,376555.5,,1652652,,2239999,,3117042,,4152693,,4.0658,0.0015942793145869,0.0012521780485864
42,59812.3569,,1.417,,5,,6,,7,,21,,25,,30,,35,,25.347,,25.276,,25.232,,25.097,,25.088,,25.08,,25.073,,0.002,,0.002,,0.002,,0.003,,0.004,,0.005,,0.007,,197696.6,,211104.0,,219835.5,,248939.4,,250941.9,,252709.1,,254356.2,,277286.7,,325945.2,,375440.9,,1649214,,2236247,,3111364,,4145200,,4.5814,0.001595525245048,0.0012711884636149
43,59812.36087,,1.394,,5,,6,,7,,21,,25,,30,,35,,25.368,,25.294,,25.246,,25.096,,25.09,,25.086,,25.081,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,192992.0,,206638.0,,215852.5,,247879.7,,249194.4,,250202.3,,251384.9,,272676.4,,321549.7,,371650.5,,1649269,,2235821,,3110861,,4145053,,4.5884,0.0016251452338474,0.0013028791980972
44,59812.36483,,1.371,,5,,6,,7,,21,,25,,30,,35,,25.376,,25.301,,25.253,,25.114,,25.112,,25.108,,25.09,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.009,,193827.7,,207673.6,,217051.9,,246876.3,,247204.4,,248120.5,,252404.5,,272945.8,,321777.8,,371733.1,,1638294,,2219682,,3088375,,4118327,,4.6898,0.0015968776839667,0.0012811308180081
45,59812.36879,,1.351,,5,,6,,7,,21,,25,,30,,35,,25.322,,25.258,,25.218,,25.095,,25.088,,25.075,,25.045,,0.002,,0.002,,0.002,,0.003,,0.004,,0.005,,0.006,,203999.3,,216308.7,,224351.8,,251347.3,,252885.1,,255959.0,,263226.9,,283352.1,,330622.9,,379514.2,,1646217,,2229951,,3103092,,4138398,,4.3922,0.0015590782244327,0.0012299773865135
46,59812.3728,,1.332,,5,,6,,7,,21,,25,,30,,35,,25.299,,25.241,,25.205,,25.102,,25.099,,25.103,,25.107,,0.002,,0.002,,0.002,,0.003,,0.004,,0.005,,0.007,,206348.7,,217718.0,,225146.7,,247589.7,,248162.1,,247231.1,,246265.2,,285640.8,,331979.4,,380182.5,,1641535,,2224036,,3092572,,4119021,,4.2676,0.0015457310932175,0.0012086429774895
47,59812.37677,,1.314,,5,,6,,7,,21,,25,,30,,35,,25.332,,25.264,,25.221,,25.102,,25.097,,25.094,,25.086,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,202542.4,,215557.4,,224321.2,,250155.2,,251486.2,,252136.9,,253846.6,,281123.7,,328742.2,,377976.4,,1631372,,2209154,,3071351,,4091037,,4.5444,0.0015525806917738,0.0012322016989425
48,59812.38073,,1.298,,5,,6,,7,,21,,25,,30,,35,,25.302,,25.243,,25.206,,25.104,,25.104,,25.109,,25.111,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.008,,208645.8,,220400.8,,227947.0,,250438.9,,250436.3,,249372.2,,248904.7,,287490.9,,333911.7,,382120.5,,1636059,,2214241,,3077435,,4098175,,4.3769,0.0015317820775084,0.0012005789315026
49,59812.38469,,1.283,,5,,6,,7,,21,,25,,30,,35,,25.294,,25.237,,25.202,,25.12,,25.118,,25.117,,25.118,,0.002,,0.002,,0.002,,0.004,,0.004,,0.006,,0.007,,211735.2,,223325.2,,230564.5,,248600.8,,249059.7,,249351.6,,249175.2,,291275.5,,337862.0,,386087.9,,1646461,,2230460,,3102683,,4132879,,4.3762,0.001515636827032,0.0011832126329185
50,59812.40664,,1.22,,5,,6,,7,,21,,25,,30,,35,,25.329,,25.262,,25.219,,25.092,,25.089,,25.094,,25.092,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.009,,203921.9,,216886.1,,225763.3,,253794.2,,254383.6,,253222.2,,253624.8,,279881.0,,326168.0,,374443.7,,1589402,,2147129,,2978844,,3963636,,4.4862,0.0015196705698895,0.0012059296497251
51,59812.41065,,1.212,,5,,6,,7,,21,,25,,30,,35,,25.296,,25.236,,25.2,,25.103,,25.1,,25.107,,25.104,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,212357.6,,224475.0,,232128.3,,253789.8,,254421.0,,252811.8,,253374.7,,289210.8,,335060.8,,382524.2,,1605179,,2169597,,3010581,,4007041,,4.3404,0.0014874172290795,0.0011641357482287
52,59812.41461,,1.205,,5,,6,,7,,21,,25,,30,,35,,25.309,,25.246,,25.207,,25.094,,25.092,,25.09,,25.085,,0.002,,0.002,,0.002,,0.003,,0.004,,0.005,,0.007,,208425.1,,220962.5,,229103.6,,254260.0,,254559.9,,255168.3,,256223.1,,286083.5,,332665.9,,381056.9,,1619711,,2189560,,3041475,,4048723,,4.4932,0.0015205467027329,0.0012011556577587
53,59812.41857,,1.199,,5,,6,,7,,21,,25,,30,,35,,25.286,,25.228,,25.194,,25.1,,25.105,,25.105,,25.104,,0.002,,0.002,,0.002,,0.003,,0.004,,0.005,,0.007,,213650.1,,225266.3,,232515.6,,253568.9,,252368.9,,252363.2,,252499.0,,291732.4,,337549.1,,385276.3,,1626420,,2197709,,3053603,,4065376,,4.2952,0.0014961543319102,0.0011670249626137
54,59812.42253,,1.194,,5,,6,,7,,21,,25,,30,,35,,25.332,,25.264,,25.222,,25.118,,25.119,,25.124,,25.126,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.007,,205236.1,,218475.6,,227129.5,,250088.4,,249663.7,,248703.9,,248214.4,,283480.6,,331014.5,,380226.5,,1626044,,2199414,,3056212,,4069620,,4.6469,0.0015281185528181,0.0012142579785505
55,59812.4265,,1.189,,5,,6,,7,,21,,25,,30,,35,,25.293,,25.234,,25.197,,25.098,,25.099,,25.098,,25.1,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,211929.0,,223861.9,,231633.9,,253749.9,,253494.1,,253652.9,,253172.7,,290620.2,,336988.6,,385561.1,,1636994,,2213514,,3076163,,4094957,,4.4211,0.0015052023150545,0.0011790620180386
56,59812.43046,,1.185,,5,,6,,7,,21,,25,,30,,35,,25.313,,25.249,,25.21,,25.105,,25.103,,25.11,,25.111,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.009,,208491.8,,221190.3,,229361.6,,252546.5,,253024.4,,251354.3,,251228.7,,287578.7,,334917.7,,384091.2,,1643056,,2223414,,3088666,,4113183,,4.5367,0.00152976039761,0.0012111917940863
57,59812.43442,,1.182,,5,,6,,7,,21,,25,,30,,35,,25.348,,25.274,,25.228,,25.11,,25.104,,25.105,,25.095,,0.002,,0.002,,0.002,,0.004,,0.004,,0.006,,0.007,,202350.6,,216559.0,,225844.4,,251860.1,,253325.6,,252970.2,,255374.4,,282271.8,,331484.6,,382201.4,,1657025,,2244457,,3120153,,4158006,,4.8966,0.0015531588011055,0.0012451690014099
58,59812.43838,,1.18,,5,,6,,7,,21,,25,,30,,35,,25.341,,25.271,,25.229,,25.128,,25.13,,25.139,,25.142,,0.002,,0.002,,0.002,,0.004,,0.004,,0.006,,0.007,,204071.9,,217644.1,,226264.1,,248372.6,,247842.7,,245858.2,,245276.5,,285149.2,,334258.3,,384912.9,,1673874,,2267948,,3154755,,4204669,,4.829,0.0015575181498668,0.0012420865746456
59,59812.44235,,1.179,,5,,6,,7,,21,,25,,30,,35,,25.336,,25.267,,25.225,,25.116,,25.116,,25.123,,25.122,,0.002,,0.002,,0.002,,0.003,,0.004,,0.005,,0.007,,203404.4,,216790.6,,225362.0,,249014.2,,249160.4,,247542.2,,247645.8,,285853.8,,335456.1,,386705.4,,1699102,,2304209,,3206609,,4275246,,4.7493,0.0015727156377343,0.0012546966798999
60,59812.44631,,1.179,,5,,6,,7,,21,,25,,30,,35,,25.363,,25.286,,25.239,,25.111,,25.107,,25.109,,25.105,,0.002,,0.002,,0.002,,0.004,,0.004,,0.005,,0.007,,200257.8,,215039.1,,224564.8,,252449.2,,253370.2,,253031.3,,254006.0,,283714.6,,335147.3,,387873.5,,1719951,,2333183,,3247856,,4330301,,5.0768,0.0015970313889618,0.0012866426174993
61,59812.46047,,1.184,,5,,6,,7,,21,,25,,30,,35,,25.37,,25.294,,25.246,,25.125,,25.125,,25.133,,25.127,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.007,,198347.4,,212873.7,,222486.1,,248505.6,,248546.7,,246830.9,,248085.2,,285612.1,,338516.5,,393180.6,,1782686,,2423258,,3378309,,4510293,,4.9096,0.0016538262746135,0.0013310791108251
62,59812.46443,,1.187,,5,,6,,7,,21,,25,,30,,35,,25.344,,25.269,,25.223,,25.108,,25.111,,25.115,,25.114,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.007,,201536.8,,215926.9,,225245.2,,250405.6,,249867.4,,248751.5,,249105.5,,288825.2,,341734.5,,395984.7,,1785745,,2426339,,3382749,,4514581,,4.8226,0.0016262947051077,0.0013012576646969
