FRAME,MJDATE,Unnamed:,XAIRMASS,Unnamed:.1,APER5,Unnamed:.2,APER6,Unnamed:.3,APER7,Unnamed:.4,APER21,Unnamed:.5,APER25,Unnamed:.6,APER30,Unnamed:.7,APER35,Unnamed:.8,MAG5,Unnamed:.9,MAG6,Unnamed:.10,MAG7,Unnamed:.11,MAG21,Unnamed:.12,MAG25,Unnamed:.13,MAG30,Unnamed:.14,MAG35,Unnamed:.15,MERR5,Unnamed:.16,MERR6,Unnamed:.17,MERR7,Unnamed:.18,MERR21,Unnamed:.19,MERR25,Unnamed:.20,MERR30,Unnamed:.21,MERR35,Unnamed:.22,FLUX5,Unnamed:.23,FLUX6,Unnamed:.24,FLUX7,Unnamed:.25,FLUX21,Unnamed:.26,FLUX25,Unnamed:.27,FLUX30,Unnamed:.28,FLUX35,Unnamed:.29,SUM5,Unnamed:.30,SUM6,Unnamed:.31,SUM7,Unnamed:.32,SUM21,Unnamed:.33,SUM25,Unnamed:.34,SUM30,Unnamed:.35,SUM35,Unnamed:.36,SEEING,MAGUNCERT7,MAGUNCERT5
63,59812.4684,,1.191,,5,,6,,7,,21,,25,,30,,35,,25.399,,25.311,,25.257,,25.112,,25.11,,25.105,,25.091,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.01,,192904.9,,209194.7,,219957.2,,251340.1,,251941.2,,252999.6,,256242.2,,281601.1,,337079.2,,393447.3,,1811762,,2464010,,3438225,,4591416,,5.4071,0.0016787672569771,0.0013726754752777
64,59812.47237,,1.196,,5,,6,,7,,21,,25,,30,,35,,25.356,,25.282,,25.236,,25.126,,25.129,,25.137,,25.142,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.01,,199637.8,,213785.1,,222952.3,,246907.9,,246072.8,,244355.9,,243262.6,,288811.2,,342262.5,,397337.3,,1815215,,2469207,,3445473,,4600042,,4.8809,0.0016474348935698,0.0013252056386878
65,59812.47633,,1.202,,5,,6,,7,,21,,25,,30,,35,,25.482,,25.371,,25.303,,25.143,,25.143,,25.143,,25.151,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.011,,179280.0,,198502.7,,211438.2,,244911.7,,244938.0,,244876.9,,243112.5,,269419.2,,328567.8,,387695.6,,1831081,,2493745,,3483005,,4650235,,6.059,0.0017670499643375,0.0014956211237026
66,59812.48029,,1.208,,5,,6,,7,,21,,25,,30,,35,,25.562,,25.433,,25.352,,25.131,,25.126,,25.125,,25.121,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.011,,166994.7,,188162.5,,202692.0,,248453.2,,249588.6,,249812.3,,250668.3,,258766.5,,320593.3,,382142.6,,1863420,,2539238,,3546745,,4737811,,6.7048,0.0018395583113425,0.0016051369037157
67,59812.48425,,1.216,,5,,6,,7,,21,,25,,30,,35,,25.562,,25.431,,25.349,,25.117,,25.101,,25.092,,25.083,,0.003,,0.003,,0.003,,0.006,,0.007,,0.009,,0.011,,166412.6,,187744.6,,202483.1,,250649.2,,254492.3,,256424.0,,258704.7,,259261.0,,321792.8,,383996.2,,1885189,,2571980,,3593295,,4800050,,6.7382,0.0018727893011652,0.0016422141052911
68,59812.48822,,1.224,,5,,6,,7,,21,,25,,30,,35,,25.587,,25.451,,25.364,,25.153,,25.149,,25.148,,25.137,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.01,,163172.5,,185010.7,,200469.7,,243294.1,,244386.7,,244436.3,,246930.9,,256555.2,,319893.3,,383032.4,,1887834,,2576109,,3601762,,4816101,,6.9554,0.0018998985938996,0.0016689203563801
69,59812.49219,,1.234,,5,,6,,7,,21,,25,,30,,35,,25.642,,25.493,,25.398,,25.133,,25.122,,25.113,,25.101,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.009,,154639.8,,177306.1,,193446.7,,247050.9,,249552.8,,251712.6,,254482.3,,250007.1,,314948.3,,379843.4,,1926425,,2630698,,3680012,,4920400,,7.3686,0.0019727519349483,0.0017689791782241
70,59812.49616,,1.244,,5,,6,,7,,21,,25,,30,,35,,25.538,,25.411,,25.333,,25.135,,25.126,,25.123,,25.117,,0.003,,0.002,,0.003,,0.005,,0.007,,0.009,,0.011,,169628.6,,190732.5,,204852.0,,245864.6,,248030.0,,248653.0,,250008.9,,266610.3,,330755.3,,394399.2,,1953635,,2669468,,3735113,,4995006,,6.4794,0.0018862361407222,0.0016306473192345
71,59812.50012,,1.255,,5,,6,,7,,21,,25,,30,,35,,25.568,,25.435,,25.353,,25.153,,25.15,,25.133,,25.09,,0.002,,0.002,,0.002,,0.005,,0.006,,0.007,,0.009,,166030.6,,187654.6,,202425.6,,243424.1,,244082.8,,247868.0,,258014.5,,264541.9,,329876.3,,394974.8,,1978269,,2703839,,3789404,,5077943,,6.7744,0.0019229440494084,0.0016816654321933
72,59812.50408,,1.268,,5,,6,,7,,21,,25,,30,,35,,25.528,,25.405,,25.33,,25.144,,25.138,,25.14,,25.134,,0.002,,0.002,,0.002,,0.004,,0.006,,0.007,,0.009,,172333.9,,192952.5,,206830.1,,245507.4,,246748.9,,246385.9,,247754.4,,274074.2,,339832.0,,405789.9,,2037426,,2787351,,3904082,,5225515,,6.4512,0.0019156673821374,0.0016495147540455
73,59812.50804,,1.282,,5,,6,,7,,21,,25,,30,,35,,25.527,,25.404,,25.329,,25.142,,25.136,,25.129,,25.124,,0.002,,0.002,,0.002,,0.005,,0.006,,0.007,,0.009,,172176.4,,192726.8,,206669.7,,245407.3,,246690.3,,248389.4,,249582.3,,274115.9,,339859.5,,405909.5,,2040464,,2791844,,3912913,,5236988,,6.4592,0.0019095492822913,0.0016419234018709
74,59812.51201,,1.297,,5,,6,,7,,21,,25,,30,,35,,25.531,,25.406,,25.328,,25.124,,25.112,,25.106,,25.098,,0.002,,0.002,,0.002,,0.005,,0.006,,0.007,,0.009,,171051.8,,192012.0,,206204.2,,248883.1,,251638.5,,253009.2,,254771.7,,273988.7,,340552.9,,407396.3,,2061504,,2821707,,3953320,,5290923,,6.4594,0.0019337326175611,0.0016699460979509
75,59812.51598,,1.313,,5,,6,,7,,21,,25,,30,,35,,25.564,,25.435,,25.355,,25.136,,25.133,,25.131,,25.121,,0.003,,0.003,,0.003,,0.006,,0.007,,0.009,,0.012,,165567.6,,186558.8,,200742.0,,245590.0,,246231.9,,246802.3,,249007.7,,269067.8,,336039.7,,403051.5,,2068258,,2830578,,3967831,,5313205,,6.6502,0.0019972346160418,0.0017404898420407
76,59812.51994,,1.33,,5,,6,,7,,21,,25,,30,,35,,25.508,,25.391,,25.318,,25.099,,25.081,,25.079,,25.064,,0.003,,0.002,,0.003,,0.006,,0.007,,0.009,,0.011,,174179.9,,194123.2,,207651.9,,254005.2,,258080.8,,258656.3,,262350.6,,278645.7,,344916.3,,411859.5,,2093778,,2866593,,4014255,,5373601,,6.3048,0.0019380833604928,0.0016591613469635
77,59812.52391,,1.349,,5,,6,,7,,21,,25,,30,,35,,25.488,,25.375,,25.307,,25.098,,25.089,,25.081,,25.063,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,177305.9,,196686.1,,209527.4,,253900.4,,256142.8,,257954.4,,262224.9,,283278.4,,349741.4,,416736.2,,2119586,,2901449,,4066834,,5446163,,6.2013,0.0019181069085823,0.0016292192216351
78,59812.52787,,1.369,,5,,6,,7,,21,,25,,30,,35,,25.509,,25.392,,25.32,,25.131,,25.129,,25.121,,25.114,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,173969.2,,193638.5,,206882.9,,246303.7,,246828.7,,248680.3,,250166.6,,280612.9,,347599.4,,415359.3,,2124484,,2909774,,4082704,,5468076,,6.2589,0.0019540519078128,0.0016653527504205
79,59812.53183,,1.391,,5,,6,,7,,21,,25,,30,,35,,25.558,,25.429,,25.347,,25.121,,25.105,,25.093,,25.075,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,165802.4,,186763.5,,201342.5,,247914.5,,251516.8,,254465.1,,258630.5,,272460.9,,340653.0,,409808.4,,2125995,,2914402,,4088464,,5476735,,6.5588,0.0020222534652617,0.0017577687593803
80,59812.53581,,1.415,,5,,6,,7,,21,,25,,30,,35,,25.533,,25.408,,25.33,,25.141,,25.136,,25.136,,25.134,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.009,,170487.0,,191141.9,,205428.8,,244581.7,,245556.4,,245773.0,,246051.2,,279670.3,,348793.8,,418843.6,,2167366,,2971779,,4171030,,5588194,,6.5528,0.0019934924172901,0.0017256856528594
81,59812.53977,,1.44,,5,,6,,7,,21,,25,,30,,35,,25.528,,25.409,,25.334,,25.142,,25.14,,25.139,,25.141,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.008,,170051.9,,189800.3,,203359.9,,242778.7,,243165.3,,243443.3,,242870.3,,277290.2,,344647.9,,413030.5,,2131430,,2920922,,4098867,,5489838,,6.3609,0.0019927272599193,0.0017091114666271
82,59812.54373,,1.468,,5,,6,,7,,21,,25,,30,,35,,25.444,,25.344,,25.284,,25.131,,25.133,,25.133,,25.131,,0.002,,0.002,,0.002,,0.004,,0.006,,0.007,,0.009,,183286.5,,200962.3,,212440.0,,244632.2,,244130.7,,243994.1,,244504.0,,290210.9,,355219.4,,421456.5,,2126638,,2912343,,4085698,,5472750,,5.7517,0.0018954161777471,0.0015805433148034
83,59812.5477,,1.498,,5,,6,,7,,21,,25,,30,,35,,25.428,,25.329,,25.27,,25.14,,25.139,,25.135,,25.142,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.01,,186759.5,,204520.8,,215892.5,,243421.3,,243612.4,,244503.0,,242844.9,,292866.0,,357449.9,,423342.2,,2110213,,2889956,,4054842,,5428541,,5.7604,0.0018662288200667,0.00155112187226
84,59812.55167,,1.529,,5,,6,,7,,21,,25,,30,,35,,25.587,,25.45,,25.364,,25.152,,25.147,,25.143,,25.138,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.009,,160838.8,,182458.6,,197541.3,,239970.1,,241097.5,,242014.4,,243195.5,,268554.6,,337925.7,,408121.9,,2135967,,2929256,,4112612,,5510896,,6.8364,0.0020680140032245,0.0018240007370147
85,59813.35341,,1.422,,5,,6,,7,,21,,25,,30,,35,,25.198,,25.166,,25.148,,25.105,,25.108,,25.123,,25.133,,0.002,,0.002,,0.002,,0.006,,0.007,,0.01,,0.012,,226074.5,,232815.4,,236814.3,,246335.5,,245634.7,,242383.8,,240009.0,,312000.7,,356934.6,,404819.7,,1759183,,2390701,,3330962,,4443715,,3.2875,0.0015324024489988,0.0011523522731979
86,59813.35737,,1.398,,5,,6,,7,,21,,25,,30,,35,,25.212,,25.175,,25.153,,25.103,,25.104,,25.111,,25.117,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.01,,223272.1,,230903.5,,235687.3,,246894.2,,246459.6,,245020.6,,243692.8,,308462.6,,353932.7,,402249.1,,1746736,,2373020,,3306982,,4410985,,3.567,0.0015302078565289,0.0011589645975959
87,59813.36133,,1.375,,5,,6,,7,,21,,25,,30,,35,,25.232,,25.192,,25.169,,25.112,,25.118,,25.127,,25.131,,0.002,,0.002,,0.002,,0.004,,0.006,,0.007,,0.009,,220858.4,,228966.3,,233957.1,,246587.5,,245215.7,,243263.0,,242215.8,,304428.4,,349582.8,,397343.3,,1717182,,2330283,,3245543,,4328449,,3.738,0.0015180215060686,0.001155282801165
88,59813.36529,,1.354,,5,,6,,7,,21,,25,,30,,35,,25.264,,25.215,,25.186,,25.116,,25.118,,25.126,,25.126,,0.002,,0.002,,0.002,,0.005,,0.006,,0.007,,0.009,,213737.5,,223632.9,,229752.4,,244960.3,,244434.0,,242699.4,,242625.6,,297017.6,,343916.4,,392584.2,,1711081,,2323240,,3235866,,4316483,,4.034,0.0015537536836816,0.0012010703399805
89,59813.36925,,1.335,,5,,6,,7,,21,,25,,30,,35,,25.236,,25.195,,25.17,,25.112,,25.119,,25.128,,25.138,,0.002,,0.002,,0.002,,0.005,,0.007,,0.009,,0.011,,218479.4,,226963.0,,232207.8,,244935.9,,243360.8,,241415.4,,239147.2,,301534.3,,346918.4,,394598.9,,1707053,,2316495,,3226409,,4301917,,3.7436,0.0015265183115563,0.0011671664637324
90,59813.37322,,1.318,,5,,6,,7,,21,,25,,30,,35,,25.254,,25.208,,25.181,,25.107,,25.105,,25.1,,25.097,,0.002,,0.002,,0.002,,0.005,,0.007,,0.009,,0.011,,217323.7,,226711.4,,232368.7,,248771.6,,249246.3,,250412.2,,251103.0,,299757.2,,345786.9,,393510.6,,1700450,,2307592,,3214116,,4284656,,3.9455,0.001525679820993,0.0011705612869496
91,59813.37718,,1.301,,5,,6,,7,,21,,25,,30,,35,,25.256,,25.21,,25.183,,25.12,,25.129,,25.112,,25.123,,0.002,,0.002,,0.002,,0.005,,0.006,,0.007,,0.009,,216709.4,,226144.1,,231740.7,,245623.4,,243585.8,,247576.2,,244933.8,,298658.4,,344415.4,,391955.9,,1687572,,2288018,,3191330,,4251598,,3.9863,0.0015212570697432,0.0011715293721084
92,59813.38114,,1.286,,5,,6,,7,,21,,25,,30,,35,,25.274,,25.22,,25.188,,25.103,,25.109,,25.11,,25.107,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.008,,213387.7,,224150.0,,230906.8,,249731.4,,248331.9,,248079.3,,248732.7,,295724.9,,343005.1,,391895.8,,1699023,,2303158,,3206814,,4275509,,4.2782,0.0015390400970635,0.0011940651830105
93,59813.3851,,1.272,,5,,6,,7,,21,,25,,30,,35,,25.322,,25.256,,25.217,,25.111,,25.108,,25.095,,25.084,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.007,,205193.4,,218191.9,,226114.9,,249262.5,,250011.1,,253021.0,,255490.4,,287534.8,,337104.5,,387092.7,,1699226,,2305809,,3213068,,4283938,,4.6985,0.001568473855994,0.001239511219246
94,59813.38907,,1.259,,5,,6,,7,,21,,25,,30,,35,,25.298,,25.238,,25.202,,25.114,,25.114,,25.113,,25.107,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.009,,209900.3,,221756.4,,229233.9,,248689.9,,248614.0,,248759.3,,250124.2,,291735.8,,339777.0,,389290.9,,1688638,,2289921,,3188060,,4250534,,4.4529,0.0015468443265127,0.0012125082210475
95,59813.39303,,1.247,,5,,6,,7,,21,,25,,30,,35,,25.306,,25.245,,25.208,,25.101,,25.098,,25.091,,25.083,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.008,,208811.8,,220994.2,,228631.4,,252386.3,,253040.5,,254569.0,,256584.8,,289174.1,,336946.6,,385718.8,,1666717,,2258263,,3141802,,4185972,,4.528,0.0015323234555397,0.0012032218645109
96,59813.40695,,1.214,,5,,6,,7,,21,,25,,30,,35,,25.305,,25.245,,25.209,,25.105,,25.097,,25.101,,25.1,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.009,,208528.2,,220325.3,,227753.3,,250701.8,,252451.2,,251624.0,,251732.0,,285346.1,,331034.1,,377971.8,,1602299,,2168482,,3010381,,4006249,,4.4322,0.0014965571778282,0.0011762816251478
97,59813.41091,,1.207,,5,,6,,7,,21,,25,,30,,35,,25.315,,25.251,,25.212,,25.124,,25.13,,25.138,,25.14,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,207556.6,,220142.0,,228098.6,,247475.5,,246068.4,,244371.5,,243838.3,,284504.2,,330937.9,,378539.8,,1600668,,2164158,,3006233,,4002637,,4.6045,0.0014993628915273,0.0011837686380787
98,59813.41487,,1.2,,5,,6,,7,,21,,25,,30,,35,,25.338,,25.267,,25.224,,25.115,,25.111,,25.112,,25.111,,0.002,,0.002,,0.002,,0.003,,0.004,,0.005,,0.006,,204030.4,,217699.7,,226518.4,,250536.3,,251377.1,,251220.4,,251461.3,,280950.8,,328412.1,,376927.3,,1603208,,2168709,,3011963,,4008689,,4.8917,0.0015177094021707,0.0012084084322947
99,59813.41883,,1.195,,5,,6,,7,,21,,25,,30,,35,,25.318,,25.252,,25.212,,25.114,,25.111,,25.113,,25.11,,0.002,,0.002,,0.002,,0.003,,0.004,,0.005,,0.006,,207285.6,,220393.0,,228538.3,,250186.1,,250939.3,,250347.9,,251165.0,,284384.5,,331436.7,,379310.8,,1606397,,2173374,,3018382,,4018343,,4.7296,0.0015011470321296,0.0011877447528093
100,59813.4228,,1.19,,5,,6,,7,,21,,25,,30,,35,,25.321,,25.254,,25.214,,25.116,,25.111,,25.109,,25.107,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,206952.1,,220127.0,,228512.9,,249933.1,,251077.7,,251532.8,,252007.2,,283788.6,,330693.9,,378746.2,,1600976,,2166061,,3008917,,4004665,,4.8286,0.001506221261007,0.0011945458816149
101,59813.42676,,1.186,,5,,6,,7,,21,,25,,30,,35,,25.313,,25.251,,25.214,,25.124,,25.128,,25.131,,25.133,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.009,,207871.6,,220078.8,,227859.5,,247493.8,,246472.1,,245918.8,,245470.3,,284551.6,,330332.8,,377823.9,,1595535,,2157144,,2997007,,3989640,,4.5766,0.0015013597665273,0.0011831220801546
102,59813.43078,,1.183,,5,,6,,7,,21,,25,,30,,35,,25.32,,25.256,,25.217,,25.118,,25.118,,25.123,,25.121,,0.002,,0.002,,0.002,,0.004,,0.004,,0.006,,0.007,,206485.1,,218923.9,,226916.1,,248593.0,,248691.4,,247558.8,,247896.7,,283201.5,,329272.0,,376905.9,,1597348,,2160241,,2999929,,3993914,,4.5523,0.0014955413203633,0.0011819216123692
103,59813.43475,,1.181,,5,,6,,7,,21,,25,,30,,35,,25.336,,25.268,,25.226,,25.111,,25.109,,25.104,,25.1,,0.002,,0.002,,0.002,,0.004,,0.006,,0.007,,0.009,,204467.0,,217789.9,,226368.3,,251584.8,,252023.7,,253262.7,,254230.5,,281929.6,,329262.4,,377863.6,,1613819,,2182909,,3033448,,4037967,,4.7435,0.001515603460796,0.001203723228195
104,59813.43871,,1.179,,5,,6,,7,,21,,25,,30,,35,,25.34,,25.27,,25.228,,25.122,,25.123,,25.126,,25.128,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.009,,203235.7,,216750.5,,225342.5,,248414.9,,248243.2,,247359.9,,246924.8,,281590.5,,329391.1,,378520.1,,1625706,,2200155,,3057854,,4072080,,4.7946,0.0015230668528274,0.0012141111444625
105,59813.44267,,1.179,,5,,6,,7,,21,,25,,30,,35,,25.347,,25.275,,25.231,,25.111,,25.105,,25.104,,25.098,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,202903.4,,216748.0,,225788.8,,251976.6,,253557.7,,253615.5,,255050.2,,282720.2,,331359.3,,381913.3,,1654492,,2241087,,3115414,,4150083,,4.8386,0.0015495782333543,0.0012370177992732
106,59813.44663,,1.179,,5,,6,,7,,21,,25,,30,,35,,25.392,,25.305,,25.251,,25.112,,25.106,,25.103,,25.092,,0.002,,0.002,,0.002,,0.005,,0.007,,0.008,,0.011,,194914.0,,211200.1,,221911.1,,252196.4,,253626.3,,254308.2,,256958.8,,275467.4,,326919.2,,379418.6,,1667830,,2259716,,3142850,,4188384,,5.4431,0.0015808112563084,0.0012908961501796
107,59813.45622,,1.183,,5,,6,,7,,21,,25,,30,,35,,25.393,,25.307,,25.254,,25.13,,25.124,,25.127,,25.126,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,197091.0,,213381.7,,223944.0,,251204.8,,252574.7,,251948.8,,252137.7,,278844.3,,330919.5,,383835.0,,1688789,,2289621,,3185065,,4244258,,5.4585,0.0015738785260978,0.0012817431358334
108,59813.46019,,1.186,,5,,6,,7,,21,,25,,30,,35,,25.377,,25.295,,25.245,,25.125,,25.129,,25.131,,25.133,,0.002,,0.002,,0.002,,0.004,,0.006,,0.007,,0.009,,199104.2,,214789.9,,224968.0,,251112.8,,250163.5,,249742.1,,249406.2,,281026.6,,332416.7,,385326.2,,1690896,,2290399,,3187506,,4247860,,5.2968,0.0015706293705012,0.001275106619818
109,59813.46415,,1.189,,5,,6,,7,,21,,25,,30,,35,,25.36,,25.282,,25.235,,25.13,,25.128,,25.13,,25.13,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,201960.3,,217011.2,,226580.4,,249610.5,,250015.8,,249482.8,,249470.5,,283839.1,,334598.1,,386715.7,,1688392,,2288928,,3185257,,4245185,,5.1371,0.0015547720573879,0.0012511678945668
110,59813.46811,,1.194,,5,,6,,7,,21,,25,,30,,35,,25.39,,25.306,,25.255,,25.13,,25.13,,25.139,,25.138,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.008,,196684.5,,212614.2,,222811.6,,249881.1,,249985.4,,247895.2,,248124.5,,279643.4,,331762.9,,385107.7,,1708022,,2315948,,3222760,,4297074,,5.3326,0.0015909293224697,0.0012960801605522
111,59813.47207,,1.199,,5,,6,,7,,21,,25,,30,,35,,25.369,,25.289,,25.241,,25.126,,25.124,,25.125,,25.135,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.011,,198961.0,,214153.9,,223928.0,,248916.6,,249266.3,,249121.3,,246879.0,,283258.4,,335222.0,,389042.6,,1730493,,2348085,,3271483,,4360858,,5.1562,0.0015977136065909,0.0012969934370024
112,59813.47605,,1.206,,5,,6,,7,,21,,25,,30,,35,,25.42,,25.326,,25.268,,25.127,,25.127,,25.124,,25.127,,0.002,,0.002,,0.002,,0.005,,0.007,,0.009,,0.011,,190949.1,,208186.0,,219602.3,,250037.5,,250069.2,,250616.3,,249947.7,,277149.8,,332147.0,,388219.5,,1766182,,2398149,,3343594,,4459720,,5.569,0.0016588501342608,0.0013707614286355
113,59813.48001,,1.213,,5,,6,,7,,21,,25,,30,,35,,25.432,,25.332,,25.27,,25.124,,25.12,,25.121,,25.115,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.007,,188851.5,,207001.9,,219071.5,,250687.9,,251539.0,,251359.8,,252703.4,,275857.8,,332016.1,,389272.2,,1780317,,2418666,,3371890,,4499947,,5.7833,0.0016684715598731,0.0013868437447676
114,59813.48397,,1.221,,5,,6,,7,,21,,25,,30,,35,,25.497,,25.382,,25.311,,25.145,,25.123,,25.125,,25.122,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,178877.9,,198888.5,,212357.4,,247458.3,,252652.2,,252033.9,,252813.3,,267381.8,,326160.6,,385494.1,,1804120,,2458118,,3427636,,4575052,,6.2412,0.0017220883644403,0.0014647945611961
115,59813.48793,,1.23,,5,,6,,7,,21,,25,,30,,35,,25.483,,25.372,,25.301,,25.127,,25.127,,25.124,,25.125,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,180071.0,,199543.3,,212883.8,,250015.3,,249931.8,,250789.5,,250430.5,,268361.6,,326444.8,,385587.3,,1802495,,2449442,,3417907,,4561084,,6.129,0.0017357646996036,0.0014725306204781
116,59813.49191,,1.24,,5,,6,,7,,21,,25,,30,,35,,25.467,,25.36,,25.294,,25.132,,25.129,,25.125,,25.127,,0.002,,0.002,,0.002,,0.004,,0.004,,0.006,,0.007,,182650.9,,201501.7,,214137.7,,248611.1,,249313.8,,250199.7,,249755.9,,271001.0,,328387.0,,386963.1,,1801398,,2449442,,3418230,,4561592,,6.0111,0.0017096259311306,0.0014406958451817
117,59813.49587,,1.251,,5,,6,,7,,21,,25,,30,,35,,25.468,,25.362,,25.293,,25.111,,25.109,,25.106,,25.109,,0.002,,0.002,,0.002,,0.005,,0.006,,0.007,,0.009,,181033.4,,199636.3,,212737.0,,251600.7,,252127.9,,252655.5,,252157.5,,269603.9,,326787.4,,386154.6,,1808242,,2457661,,3428533,,4574823,,5.9998,0.0017317584365267,0.0014633940547957
118,59813.49983,,1.263,,5,,6,,7,,21,,25,,30,,35,,25.465,,25.357,,25.289,,25.118,,25.112,,25.112,,25.107,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.01,,182125.7,,201131.4,,214108.3,,250624.2,,251975.6,,252104.4,,253141.1,,270182.6,,327876.2,,386489.9,,1799877,,2447787,,3413696,,4555989,,5.9814,0.0017236133720508,0.0014492573264987
119,59813.5038,,1.276,,5,,6,,7,,21,,25,,30,,35,,25.507,,25.386,,25.311,,25.137,,25.132,,25.13,,25.131,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.01,,175637.6,,196330.7,,210531.9,,247090.2,,248074.3,,248700.5,,248391.4,,264978.0,,324574.1,,385386.3,,1817072,,2472624,,3451900,,4608161,,6.4815,0.0017720413161454,0.0015191462786218
120,59813.50777,,1.291,,5,,6,,7,,21,,25,,30,,35,,25.541,,25.416,,25.335,,25.134,,25.125,,25.12,,25.117,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.009,,170579.1,,191428.5,,206168.5,,248261.0,,250232.6,,251359.7,,252078.2,,262387.7,,323247.7,,385739.4,,1861498,,2536231,,3542942,,4732080,,6.569,0.001825070852274,0.0015822345203508
121,59813.51174,,1.307,,5,,6,,7,,21,,25,,30,,35,,25.534,,25.411,,25.332,,25.141,,25.141,,25.137,,25.13,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.009,,171715.0,,192344.8,,206874.4,,246454.2,,246635.2,,247526.2,,249165.8,,267611.5,,330012.7,,394487.5,,1931535,,2634364,,3685623,,4928598,,6.4843,0.0018448044019427,0.0015953233096733
122,59813.5157,,1.324,,5,,6,,7,,21,,25,,30,,35,,25.554,,25.427,,25.344,,25.15,,25.147,,25.149,,25.152,,0.002,,0.002,,0.002,,0.004,,0.005,,0.007,,0.009,,168369.9,,189296.4,,204342.3,,244404.3,,244984.1,,244613.1,,243792.3,,265946.7,,329415.5,,395260.9,,1959157,,2675028,,3743610,,5006050,,6.7242,0.0018900900291204,0.0016543503477501
123,59813.51966,,1.342,,5,,6,,7,,21,,25,,30,,35,,25.473,,25.361,,25.291,,25.122,,25.109,,25.1,,25.088,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,180374.7,,200033.2,,213404.0,,249284.2,,252336.3,,254513.3,,257140.7,,279260.8,,342013.0,,407040.4,,1987468,,2714903,,3800527,,5083676,,6.2034,0.0018334494747078,0.001556539253523
124,59813.52364,,1.362,,5,,6,,7,,21,,25,,30,,35,,25.485,,25.372,,25.301,,25.127,,25.125,,25.123,,25.117,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,179039.8,,198684.5,,212193.8,,249063.8,,249441.9,,249971.0,,251441.9,,280690.9,,344679.9,,411345.0,,2036086,,2781238,,3895696,,5213821,,6.2601,0.001860967274303,0.0015810977851265
125,59813.5276,,1.383,,5,,6,,7,,21,,25,,30,,35,,25.469,,25.358,,25.291,,25.133,,25.129,,25.131,,25.136,,0.002,,0.002,,0.002,,0.004,,0.005,,0.006,,0.008,,182219.4,,201818.3,,214789.7,,248387.7,,249269.0,,248743.2,,247684.2,,286473.6,,351496.0,,418942.3,,2079918,,2843574,,3984791,,5333364,,6.1234,0.0018781486604744,0.0015909792298214
126,59813.53156,,1.406,,5,,6,,7,,21,,25,,30,,35,,25.582,,25.443,,25.353,,25.138,,25.133,,25.137,,25.136,,0.002,,0.002,,0.002,,0.005,,0.006,,0.008,,0.01,,163944.2,,186276.6,,202372.6,,246881.2,,247879.2,,247124.5,,247263.8,,266490.2,,333570.8,,403272.9,,2049348,,2801306,,3924096,,5252374,,7.1637,0.0019726735608256,0.0017400623225671
